Id,Title,Author
703,Unravel Me,Tahereh Mafi
704,Rubinrot,Kerstin Gier
705,Crooked Kingdom,Leigh Bardugo
706,The Awakening,Kelley Armstrong
707,Fire,Kristin Cashore
708,Unearthly,Cynthia Hand
709,Daughter of the Forest,Juliet Marillier
710,Opal,Jennifer L. Armentrout
711,Pandemonium,Lauren Oliver
712,Onyx,Jennifer L. Armentrout
713,All Together Dead,Charlaine Harris
714,Beastly,Alex Flinn
715,Lover Enshrined,J.R. Ward
716,Across the Universe,Beth Revis
717,The Iron Queen,Julie Kagawa
718,The Short Second Life of Bree Tanner,Stephenie Meyer
719,Evernight,Claudia Gray
720,The Iron Daughter,Julie Kagawa
721,Destined for an Early Grave,Jeaniene Frost
722,Saving the World and Other Extreme Sports,James Patterson
723,Bloodfever,Karen Marie Moning
724,Kushiel's Dart,Jacqueline Carey
725,Origin,Jennifer L. Armentrout
726,Winter,Marissa Meyer
727,Under the Never Sky,Veronica Rossi
728,The Immortal Rules,Julie Kagawa
729,Magic Bites,Ilona Andrews
730,Eclipse,Stephenie Meyer
731,The Blue Sword,Robin McKinley
732,Breaking Dawn,Stephenie Meyer
733,Rapture,Lauren Kate
734,The Dream Thieves,Maggie Stiefvater
735,The Dead Girls' Dance,Rachel Caine
736,Days of Blood & Starlight,Laini Taylor
737,Illuminae,Amie Kaufman
738,The Scorpio Races,Maggie Stiefvater
739,New Moon,Stephenie Meyer
740,Crossed,Ally Condie
741,First Drop of Crimson,Jeaniene Frost
742,Some Girls Bite,Chloe Neill
743,Noughts & Crosses,Malorie Blackman
744,The Book of Lost Things,John Connolly
745,Masquerade,Melissa de la Cruz
746,Fang,James Patterson
747,The Heir,Kiera Cass
748,Angels' Blood,Nalini Singh
749,The Final Warning,James Patterson
750,Lord of Misrule,Rachel Caine
751,Torn,Amanda Hocking
752,The Demon King,Cinda Williams Chima
753,The Darkest Night,Gena Showalter
754,The Power of Six,Pittacus Lore
755,Never Fade,Alexandra Bracken
756,Caraval,Stephanie Garber
757,World After,Susan Ee
758,Uprooted,Naomi Novik
759,Requiem,Lauren Oliver
760,The Forest of Hands and Teeth,Carrie Ryan
761,Book of a Thousand Days,Shannon Hale
762,Shadowland,Alyson Noel
763,Blood Red Road,Moira Young
764,Rebel Angels,Libba Bray
765,Nightfall,L.J. Smith
766,Opposition,Jennifer L. Armentrout
767,The Winner's Curse,Marie Rutkoski
768,Reached,Ally Condie
769,Finnikin of the Rock,Melina Marchetta
770,The Kiss of Deception,Mary E. Pearson
771,The Forbidden Game,L.J. Smith
772,Nevermore,Kelly Creagh
773,Poison Princess,Kresley Cole
774,The Raven King,Maggie Stiefvater
775,Falling Kingdoms,Morgan Rhodes
776,Enna Burning,Shannon Hale
777,Saphirblau,Kerstin Gier
778,Sunshine,Robin McKinley
779,Wake,Lisa McMann
780,Free Four: Tobias Tells the Divergent Knife-Throwing Scene,Veronica Roth
781,First Grave on the Right,Darynda Jones
782,Seraphina,Rachel Hartman
783,A Million Suns,Beth Revis
784,The Van Alen Legacy,Melissa de la Cruz
785,Bitterblue,Kristin Cashore
786,Resonance,Nelou Keramati
787,Starters,Lissa Price
788,Trickster's Queen,Tamora Pierce
789,The Warrior Heir,Cinda Williams Chima
790,Night Pleasures,Sherrilyn Kenyon
791,Fairest,Gail Carson Levine
792,Wildwood Dancing,Juliet Marillier
793,Siege and Storm,Leigh Bardugo
794,A Gathering of Shadows,V.E. Schwab
795,Tithe,Holly Black
796,Coming Storm,David J Morden
797,The Hero and the Crown,Robin McKinley
798,The Goddess Test,Aimee Carter
799,Through the Ever Night,Veronica Rossi
800,Hunger,Michael  Grant
801,The Wicked King,Holly Black
802,My Soul to Take,Rachel Vincent
803,River Secrets,Shannon Hale
804,Pleasure Unbound,Larissa Ione
805,Destroy Me,Tahereh Mafi
806,The Winter Sea,Susanna Kearsley
807,The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton
808,Everlost,Neal Shusterman
809,Midnight,L.J. Smith
810,We Are the Ants,Shaun David Hutchinson
811,Clockwork Angel; Clockwork Prince; Clockwork Princess,Cassandra Clare
812,The Archived,Victoria Schwab
813,End of Days,Susan Ee
814,Dreamless,Josephine Angelini
815,King's Cage,Victoria Aveyard
816,The V Girl: A Coming Of Age Story,Mya Robarts
817,Illusions,Aprilynne Pike
818,Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward
819,These Broken Stars,Amie Kaufman
820,My Name Is Memory,Ann Brashares
821,Arrows of the Queen,Mercedes Lackey
822,Once Burned,Jeaniene Frost
823,No Rest for the Wicked,Kresley Cole
824,Half Bad,Sally Green
825,Kiss of Death,Rachel Caine
826,The Eternity Cure,Julie Kagawa
827,The Woman Who Rides Like a Man,Tamora Pierce
828,My Blood Approves,Amanda Hocking
829,Shades of Earth,Beth Revis
830,The Rose Society,Marie Lu
831,Lioness Rampant,Tamora Pierce
832,The School for Good and Evil,Soman Chainani
833,Children of Blood and Bone,Tomi Adeyemi
834,Destined,P.C. Cast
835,East,Edith Pattou
836,Ethereal Fury,Jessica O'Gorek
837,The Queen of Attolia,Megan Whalen Turner
838,Of Poseidon,Anna Banks
839,The Dead-Tossed Waves,Carrie Ryan
840,The Darkest Kiss,Gena Showalter
841,Deadly Little Secret,Laurie Faria Stolarz
842,Vampire Kisses: The Beginning,Ellen Schreiber
843,The Twilight Saga Complete Collection,Stephenie Meyer
844,A Thousand Pieces of You,Claudia Gray
845,Cruel Beauty,Rosamund Hodge
846,Hawksong,Amelia Atwater-Rhodes
847,The Initiation / The Captive Part I,L.J. Smith
848,Princess of the Midnight Ball,Jessica Day George
849,The Leviathan Trilogy,Scott Westerfeld
850,Ninth Key,Meg Cabot
851,Hades,Alexandra Adornetto
852,Eve,Anna Carey
853,Everlasting,Alyson Noel
854,The Gathering,Kelley Armstrong
855,Shadows,Jennifer L. Armentrout
856,The Twilight Saga,Stephenie Meyer
857,Unite Me,Tahereh Mafi
858,Thorn Queen,Richelle Mead
859,The Coldest Girl in Coldtown,Holly Black
860,Peeps,Scott Westerfeld
861,Obsession,Jennifer L. Armentrout
862,Stolen,Kelley Armstrong
863,La resistencia,Laura Gallego GarcÃ­a
864,"Twilight: The Graphic Novel, Vol. 1",Young Kim
865,Sought,Evangeline Anderson
866,Transcendence,Shay Savage
867,A Kiss of Shadows,Laurell K. Hamilton
868,Legendary,Stephanie Garber
869,Dark Desire,Christine Feehan
870,Jinx,Meg Cabot
871,Deathless,Catherynne M. Valente
872,Ash,Malinda Lo
873,Fairest,Marissa Meyer
874,Alienated,Melissa Landers
875,Rebel of the Sands,Alwyn Hamilton
876,Hallowed,Cynthia Hand
877,Unspoken,Sarah Rees Brennan
878,And I Darken,Kiersten White
879,Carnelian,B. Kristin McMichael
880,Awaken,Katie Kacvinsky
881,The Darkest Part of the Forest,Holly Black
882,The Vampire's Assistant,Darren Shan
883,The Revenge of Seven,Pittacus Lore
884,Truthwitch,Susan Dennard
885,Stars Above,Marissa Meyer
886,Valiant,Laurann Dohner
887,The Midnight Star,Marie Lu
888,The Selection Stories: The Prince & The Guard,Kiera Cass
889,A Lick of Frost,Laurell K. Hamilton
890,Fury,Laurann Dohner
891,A Stroke of Midnight,Laurell K. Hamilton
892,How I Live Now,Meg Rosoff
893,Witch in the Woods,Taylor Ann Bunker
894,Hidden,Shalini Boland
895,Deeper Than Midnight,Lara Adrian
896,Gemina,Amie Kaufman
897,The Magician King,Lev Grossman
898,Hidden,Sophie Jordan
899,The Prince,Kiera Cass
900,Fever,Lauren DeStefano
901,The Seer and the Sword,Victoria Hanley
902,Fracture Me,Tahereh Mafi
903,The Waking,Lucian Bane
904,The Mortal Instruments,Cassandra Clare
905,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari
906,UnSouled,Neal Shusterman
907,Spy Glass,Maria V. Snyder
908,Ecstasy Unveiled,Larissa Ione
909,The Coffin Club,Ellen Schreiber
910,The Nightlife: New York,Travis Luedke
911,The Transfer,Veronica Roth
912,Three Dark Crowns,Kendare Blake
913,Dark Magic,Christine Feehan
914,Heartbound,P.I. Alltraine
915,Black Dawn,Rachel Caine
916,Justice,Laurann Dohner
917,Article 5,Kristen Simmons
918,Fables of the Reconstruction,Jez Jones
919,Spellbound,Cara Lynn Shultz
920,Revived,Cat Patrick
921,The Forever Song,Julie Kagawa
922,Origin,Jessica Khoury
923,Tunnels of Blood,Darren Shan
924,Talon,Julie Kagawa
925,My Lady Jane,Cynthia Hand
926,Echo,Alyson Noel
927,On the Edge,Ilona Andrews
928,The Vampire Prince,Darren Shan
929,Sever,Lauren DeStefano
930,The Last Star,Rick Yancey
931,The Jewel,Amy Ewing
932,Girl of Nightmares,Kendare Blake
933,Intuition,Amy A. Bartol
934,Dance with a Vampire,Ellen Schreiber
935,Radiance,Alyson Noel
936,The Hollow Kingdom,Clare B. Dunkle
937,Dark Triumph,Robin LaFevers
938,Beyond the Highland Mist,Karen Marie Moning
939,Cascade,Lisa Tawn Bergren
940,Restore Me,Tahereh Mafi
941,Oh. My. Gods.,Tera Lynn Childs
942,Once Upon a Marigold,Jean Ferris
943,The Assassin and the Pirate Lord,Sarah J. Maas
944,Trials of Death,Darren Shan
945,Misguided Angel,Melissa de la Cruz
946,Supernova,Marissa Meyer
947,Dark Prince,Christine Feehan
948,War Storm,Victoria Aveyard
949,The Diabolic,S.J. Kincaid
950,Ever,Gail Carson Levine
951,Half Wild,Sally Green
952,Revelations,Lucian Bane
953,Between the Lines,Jodi Picoult
954,Deerskin,Robin McKinley
955,The Divergent Series 2-Book Collection,Veronica Roth
956,Burn for Me,Ilona Andrews
957,Fade,Lisa McMann
958,Just Ella,Margaret Peterson Haddix
959,The Shadowhunter's Codex,Cassandra Clare
960,The Heart of Betrayal,Mary E. Pearson
961,The Assassin and the Underworld,Sarah J. Maas
962,Flame in the Mist,RenÃ©e Ahdieh
963,Endless Knight,Kresley Cole
964,Impossible,Nancy Werlin
965,The Unbound,Victoria Schwab
966,"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi
967,Sorcery & Cecelia: or The Enchanted Chocolate Pot,Patricia C. Wrede
968,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz
969,Vampire Mountain,Darren Shan
970,Unhinged,A.G. Howard
971,Time Between Us,Tamara Ireland Stone
972,The Immortal Highlander,Karen Marie Moning
973,Jacob,Jacquelyn Frank
974,The Silver Kiss,Annette Curtis Klause
975,Tam Lin,Pamela Dean
976,The Girl in the Steel Corset,Kady Cross
977,Intertwined,Gena Showalter
978,Boys that Bite,Mari Mancusi
979,Crown Duel,Sherwood Smith
980,The Replacement,Brenna Yovanoff
981,My Love Lies Bleeding,Alyxandra Harvey
982,The Song of the Lioness Quartet,Tamora Pierce
983,Intermix Nation,M.P. Attardo
984,Slade,Laurann Dohner
985,Desires of the Dead,Kimberly Derting
986,The Queen,Kiera Cass
987,Revealing Eden,Victoria Foyt
988,Crystal Storm,Morgan Rhodes
989,Brightly Woven,Alexandra Bracken
990,Winter Rose,Patricia A. McKillip
991,How to Kill an Incubus,Kimber  Lee
992,Beginnings: Obsidian & Onyx,Jennifer L. Armentrout
993,Sorcery of Thorns,Margaret  Rogerson
994,City of Stars,Mary Hoffman
995,Goddess Boot Camp,Tera Lynn Childs
996,Palace of Mirrors,Margaret Peterson Haddix
997,Vampire Academy,Richelle Mead
998,The Wild Girl,Kate Forsyth
999,Brawn,Laurann Dohner
1000,I'm With You,Allie Frost
1001,The Book of Ivy,Amy Engel
1002,Elegy,Amanda Hocking
1003,House of Earth and Blood,Sarah J. Maas
1004,Carve the Mark,Veronica Roth
1005,The Hunger Games: Official Illustrated Movie Companion,Kate Egan
1006,"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War",L.A. Meyer
1007,Passenger,Alexandra Bracken
1008,The Darkangel,Meredith Ann Pierce
1009,The Beauty of Darkness,Mary E. Pearson
1010,The Pledge,Kimberly Derting
1011,The Last Herald-Mage,Mercedes Lackey
1012,The Judgement,Lucian Bane
1013,Timeless,Alexandra Monir
1014,Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber,L.A. Meyer
1015,As Dead As It Gets,Katie Alender
1016,Earth Girl,Janet  Edwards
1017,The Fever Series,Karen Marie Moning
1018,Fire and Hemlock,Diana Wynne Jones
1019,Hana,Lauren Oliver
1020,Pivot Point,Kasie West
1021,Happily Ever After,Kiera Cass
1022,Nightlight: A Parody,The Harvard Lampoon
1023,Altered,Jennifer Rush
1024,Eyes Like Stars,Lisa Mantchev
1025,The Accidental Vampire,Lynsay Sands
1026,Unholy Magic,Stacia Kane
1027,Rebel Spring,Morgan Rhodes
1028,Embrace The Darkness,Alexandra Ivy
1029,The Crossing of Ingo,Helen Dunmore
1030,Goddess of the Sea,P.C. Cast
1031,City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls,Cassandra Clare
1032,Once,Anna Carey
1033,Hostage to Pleasure,Nalini Singh
1034,Mystic City,Theo Lawrence
1035,City of Vikings,Farah Cook
1036,City of Skies,Farah Cook
1037,Song of the Sparrow,Lisa Ann Sandell
1038,The Eternal Ones,Kirsten Miller
1039,Taming the Blowing Wind,Teresa Garcia
1040,Dragon's Bait,Vivian Vande Velde
1041,The Witches of the Glass Castle,Gabriella  Lepore
1042,The Study Series Bundle,Maria V. Snyder
1043,The High King's Tomb,Kristen Britain
1044,Wings of the Wicked,Courtney Allison Moulton
1045,Princess Ben,Catherine Gilbert Murdock
1046,The Raging Quiet,Sherryl Jordan
1047,Bloody Valentine,Melissa de la Cruz
1048,Bite Me If You Can,Lynsay Sands
1049,"Sun and Moon, Ice and Snow",Jessica Day George
1050,Into the Still Blue,Veronica Rossi
1051,The Last Princess,Galaxy Craze
1052,Ghostgirl,Tonya Hurley
1053,Aurora Rising,Amie Kaufman
1054,Wrath,Laurann Dohner
1055,A Curse So Dark and Lonely,Brigid Kemmerer
1056,Blood Kiss,J.R. Ward
1057,Under Different Stars,Amy A. Bartol
1058,Midwinterblood,Marcus Sedgwick
1059,The Vampire Queen's Servant,Joey W. Hill
1060,Vampire Most Wanted,Lynsay Sands
1061,Beauty's Punishment,A.N. Roquelaure
1062,The Mark of the Vampire Queen,Joey W. Hill
1063,A Certain Slant of Light,Laura Whitcomb
1064,No Time to Die & The Deep End of Fear,Elizabeth Chandler
1065,Vanished: When Lightning Strikes / Code Name Cassandra,Meg Cabot
1066,The Bitter Kingdom,Rae Carson
1067,The Ordinary Princess,M.M. Kaye
1068,Ultraviolet,R.J. Anderson
1069,Flashback,Shannon Messenger
1070,The Crown of Embers,Rae Carson
1071,Grave Sight,Charlaine Harris
1072,Defy Me,Tahereh Mafi
1073,Horizon,Alyson Noel
1074,Stung,Bethany Wiggins
1075,"Rapture of the Deep: Being an Account of the Further Adventures of Jacky Faber, Soldier, Sailor, Mermaid, Spy",L.A. Meyer
1076,Goddess of Light,P.C. Cast
1077,"Mississippi Jack: Being an Account of the Further Waterborne Adventures of Jacky Faber, Midshipman, Fine Lady, and Lily of the West",L.A. Meyer
1078,Claimed,Evangeline Anderson
1079,Eden,Jamie McGuire
1080,Castle in the Air,Diana Wynne Jones
1081,By Midnight,Mia James
1082,Monster High,Lisi Harrison
1083,Silver Is for Secrets,Laurie Faria Stolarz
1084,Chain of Gold,Cassandra Clare
1085,All Our Yesterdays,Cristin Terrill
1086,Curtsies & Conspiracies,Gail Carriger
1087,Ruined,Amy Tintera
1088,Infamous,Sherrilyn Kenyon
1089,Late Eclipses,Seanan McGuire
1090,Red Hill,Jamie McGuire
1091,Divine By Choice,P.C. Cast
1092,Daughters of Darkness,L.J. Smith
1093,Blood Magic,Tessa Gratton
1094,What Really Happened in Peru,Cassandra Clare
1095,The Prisoner in the Oak,Marion Zimmer Bradley
1096,The Hourglass Door,Lisa Mangum
1097,Dead Is So Last Year,Marlene Perez
1098,Candor,Pam Bachorz
1099,Arrow's Fall,Mercedes Lackey
1100,Tiger,Laurann Dohner
1101,Blood Ties,Sophie McKenzie
1102,Unraveling,Elizabeth Norris
1103,Darkness Everlasting,Alexandra Ivy
1104,Crewel,Gennifer Albin
1105,The Forgotten Beasts of Eld,Patricia A. McKillip
1106,With All My Soul,Rachel Vincent
1107,Ada: Legend of a Healer,R.A. McDonald
1108,Seducing the Myth,Lucy Felthouse
1109,The Last Ever After,Soman Chainani
1110,The China Garden,Liz Berry
1111,Draekora,Lynette Noni
1112,Sora's Quest,T.L. Shreffler
1113,Penitence,Jennifer Laurens
1114,In Other Lands,Sarah Rees Brennan
1115,The Treatment,Suzanne Young
1116,Emily Windsnap and the Castle in the Mist,Liz Kessler
1117,"The Mortal Instruments, the Complete Collection: City of Bones; City of Ashes; City of Glass; City of Fallen Angels; City of Lost Souls; City of Heavenly Fire",Cassandra Clare
1118,The Near Witch,Victoria Schwab
1119,Cinder: Chapters 1-5,Marissa Meyer
1120,Haven,Kristi Cook
1121,Vampyr,Carolina AndÃºjar
1122,Troubling a Star,Madeleine L'Engle
1123,Cress: Chapters 1-5,Marissa Meyer
1124,Wicked Game,Jeri Smith-Ready
1125,Ice Like Fire,Sara Raasch
1126,Desired,Morgan Rice
1127,The Crown's Game,Evelyn Skye
1128,Talented,Sophie  Davis
1129,A Gathering of Gargoyles,Meredith Ann Pierce
1130,Red Riding Hood,Sarah Blakley-Cartwright
1131,Imagine Me,Tahereh Mafi
1132,Mona Lisa Craving,Sunny
1133,Lips Touch: Three Times,Laini Taylor
1134,Insight,Jamie Magee
1135,The City of Brass,S.A. Chakraborty
1136,The Claiming of Sleeping Beauty,A.N. Roquelaure
1137,House of Salt and Sorrows,Erin A. Craig
1138,Resurrection,Nancy Holder
1139,Magonia,Maria Dahvana Headley
1140,Timeless Love,Judith O'Brien
1141,Breaking Point,Kristen Simmons
1142,Vampire Mistress,Joey W. Hill
1143,Vampire Trinity,Joey W. Hill
1144,Waking Rose,Regina Doman
1145,Gideon,Jacquelyn Frank
1146,Mortal Heart,Robin LaFevers
1147,Sea of Stars,Amy A. Bartol
1148,Not a Drop to Drink,Mindy McGinnis
1149,Ashes of Honor,Seanan McGuire
1150,Unremembered,Jessica Brody
1151,Untold,Sarah Rees Brennan
1152,Darken the Stars,Amy A. Bartol
1153,The Thousandth Floor,Katharine McGee
1154,Shadow,Laurann Dohner
1155,The Queen of All that Dies,Laura Thalassa
1156,City of Flowers,Mary Hoffman
1157,Love & the Zombie Apocalypse,Chelsea Luna
1158,Splitterherz,Bettina Belitz
1159,The False Princess,Eilis O'Neal
1160,The Way We Fall,Megan Crewe
1161,How to Stop Time,Matt Haig
1162,Doon,Carey Corp
1163,Gathering Darkness,Morgan Rhodes
1164,Shade,Jeri Smith-Ready
1165,The Mime Order,Samantha Shannon
1166,Black City,Elizabeth  Richards
1167,The Orphan Queen,Jodi Meadows
1168,"New Moon: The Graphic Novel, Vol. 1",Young Kim
1169,Masque of the Red Death,Bethany Griffin
1170,Prized,Caragh M. O'Brien
1171,Deadly Little Games,Laurie Faria Stolarz
1172,Everbound,Brodi Ashton
1173,The Dark,Marianne Curley
1174,The Glittering Court,Richelle Mead
1175,Obsidian,Laurann Dohner
1176,The Book of Tomorrow,Cecelia Ahern
1177,Dead of Winter,Kresley Cole
1178,Cybele's Secret,Juliet Marillier
1179,The Gender Game,Bella Forrest
1180,Uninvited,Sophie Jordan
1181,"Twilight: The Graphic Novel, Vol. 2",Young Kim
1182,The Singer of All Songs,Kate Constable
1183,Warrior Rising,P.C. Cast
1184,Promised,Caragh M. O'Brien
1185,Secret Vampire,L.J. Smith
1186,From Bad to Cursed,Katie Alender
1187,Leif,Abbi Glines
1188,Scorched,Mari Mancusi
1189,Tempestuous,Lesley Livingston
1190,Bones of Faerie,Janni Lee Simner
1191,Personal Demon,Kelley Armstrong
1192,Possession,Elana Johnson
1193,The Darkest Kiss,Keri Arthur
1194,Mermaid,Carolyn Turgeon
1195,Disruption,Jessica Shirvington
1196,Evercrossed,Elizabeth Chandler
1197,Bone Gap,Laura Ruby
1198,The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion,Mark Cotta Vaz
1199,"Black Dagger Brotherhood, #1-9",J.R. Ward
1200,Hourglass,Myra McEntire
1201,Mate Set,Laurann Dohner
1202,Goddess of the Night,Lynne Ewing
1203,A Rush of Wings,Adrian Phoenix
1204,Ascension,Caris Roane
1205,Seer of Sevenwaters,Juliet Marillier
1206,If You Dare,Kresley Cole
1207,Deep Blue,Jennifer Donnelly
1208,All These Things I've Done,Gabrielle Zevin
1209,Moon,Laurann Dohner
1210,Undertow,Michael Buckley
1211,Playing with Fire,Gena Showalter
1212,Tuesday,David Wiesner
1213,Sylvester and the Magic Pebble,William Steig
1214,Toby Alone,TimothÃ©e de Fombelle
1215,The Secret Art of Dr. Seuss,Dr. Seuss
1216,Adventure-Pom!,Sean Dryden
1217,The Star,Michele Breza
1218,Beauty and the Beastly Earl,Regina James
1219,The Double Life of Zoe Flynn,Janet Lee Carey
1220,Planning Penelope,Erin Lockwood
1221,The Mind,John     Fitzgerald
1222,Grimble,Clement Freud
1223,More To Life,Jacob Lasher
1224,Just Enough Is Plenty: A Chanukah Tale,Barbara Diamond Goldin
1225,The Wonderful Pigs of Jillian Jiggs,Phoebe Gilman
1226,Lick the Razor - the Definitive Collection,D.B. Tarpley
1227,Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,Elena Favilli
1228,The Perennial Wanderer: An American in the World,Steven D. Orr
1229,The Rainbow Goblins,Ul De Rico
1230,Lara's Gift,Annemarie O'Brien
1231,Emily Windsnap and the Land of the Midnight Sun,Liz Kessler
1232,Emily Windsnap and the Monster from the Deep,Liz Kessler
1233,Emily Windsnap and the Ship of Lost Souls,Liz Kessler
1234,The Silver Brumby / Wild Echoes Ringing,Elyne Mitchell
1235,"Click, Clack, Moo: Cows That Type",Doreen Cronin
1236,4.48 Psychosis,Sarah Kane
1237,Feel the Fear,Lauren Child
1238,Catch Your Death,Lauren Child
1239,"Louder, Lili",Gennifer Choldenko
1240,Math Curse,Jon Scieszka
1241,Babe: The Gallant Pig,Dick King-Smith
1242,Betsy Tacy Books-6v Boxed,Maud Hart Lovelace
